lokalizacja,opis,cena,do_wynajecia_przez,wspoldzielenie,wielkosc,liczba_pokoi,rodzaj_nieruchomosci,preferowana_plec,palacy,przyjazne_zwierzakom,liczba_wyrazow
"Kraków, Małopolskie","Do wynajęcia bezpośrednio! Pokój dwuosobowy!Świeżo po remoncie.Bardzo dobra lokalizacja ul.Miechowity, KrakówCzynsz za miejsce w pokoju 2-osobowym to 440 zł od osoby plus 160 zł media.Cena za cały pokój wynosi 880 zł + 160 zł za media (od osoby) Media płatne od osoby w pokoju po 160 zł/mc, jest to STAŁA STAWKA ! (wszystkie opłaty za media zawarte w tej kwocie niezależnie od zużycia łącznie z Internetem z UPC.)TELEFON733012919Pokój dwuosobowy (18 m2) w 6 pokojowym mieszkaniu (bez właścicieli) o powierzchni 75 m2 w rewelacyjnej części Krakowa na ul.Miechowity Mieszkanie w 4 piętrowym bloku.Mieszkanie zamieszkiwać będzie 7 osób( każdy pokój zamykany na klucz), klatka również zamykana.Bardzo dobrze skomunikowane miejsce, bardzo dużo linii autobusowych 100 metrów od bloku!Przystanki autobusowe linie: 125, 129, 138, 152, 159, 172, 182, 184, 193, 352, 482, oraz linie nocne 601, 608, 618Dworzec Główny – 5 przystanków, (11 minut)Uniwersytet Ekonomiczny – 4 przystanki (8 minut)AWF – 6 przystanków (14 minut)Politechnika Krakowska – 6 przystanków (11 minut) Uniwersytet Rolniczy – 3 przystanki (6 minut)Akademia Górniczo Hutnicza – 9 przystanków ( 16 minut)Akademia Pedagogiczna – 10 przystanków ( 18 minut)Uniwersytet Jagielloński – 9 przystanków (17 minut)Oczywiście tuż obok sklepy wielobranżowe ( delikatesy, piekarnia, w bardzo bliskiej odległości market Alma, Castorama, itd. )Sprawdź dojazd do tego miejsca na POŁĄCZENIA MPK KRAKÓW, lub na jakdodade.plMieszkanie świeżo po remoncie : jasne, świeże i czyste , ciepłe, umeblowane. Bardzo widne! W kuchni lodówka , mikrofalówka oraz kuchenka z piekarnikiem, pralka. Na podłodze w wykładziny dywanowe, w kuchni i łazience płytki. Pokoje w pełni umeblowane - łózko, szafa, regał, komoda , szafka, biurko, krzesło, wszystko co potrzebne aby wygodnie mieszkać.Kuchnia wyposażona w komplet nowych naczyń, sztućców, dla wszystkich mieszkańców . Mieszkanie wyposażone w deskę do prasowania, żelazko, suszarkę do ubrań, odkurzacz i przedmioty do utrzymywania porządku.Internet UPC w cenie.Zainteresowanych serdecznie zapraszam do kontaktu i oglądania pokoju! Naprawdę warto?TELEFON:733012919 Serdecznie Zachęcamy :)Ogłoszenie nie stanowi oferty w rozumieniu przepisów Kodeksu Cywilnego.",440,Właściciel,Współdzielenie pokoju,80,6 lub więcej pokoi,Mieszkanie,Bez preferencji,Nie,Nie,308
"Kraków, Małopolskie","Komfortowy Pokoj wolny od 1 listopad, jedynka12 m2. Mieszkanie jest nowe & komfortowo urzadzone. Nie muisz 
martwic sie tym ze prakla czy odkurzacz nie dzialaja!a zelazka brak:).
Dzielnica, Kroworza Gorka, ul Kluczborskiej( przystanek szybkiego tramwaju to ul bratyslawska).
Powierzchnia urzytkowa to  72 m2, 3 oddzielne pokoje, zamieszkale przez 2 niepalace osoby (pracujaco- studjujace).
Do wolnej jedynki szukamy sympatycznej, niepalcej, lubiacej dbac o porzadek, ceniacej spokoj i prywatnosc osoby.
Koszt to 800 zl odstepne  plus rachunki ok 150 zl, korekty rachunkow w zaleznosci od zuycia. Kaucja 800 zl
Umowa na 12 miesiecyDoskonale polaczenie komunikacyjne z miastem, nowy Kleparz w 
odleglosci 1200m, Galeria Krakowska 7min.Tuz obok jest przystank 
tramwaju(3, 5, 12, 19, 50) i autobusu (154, 102, 118, 194, 267, 773, 138, 604, 610), skepy kaufland, tesco biedronka w bardzo bliskiej okolicy max
 5 min.nie odpisuje na maile prosze dzwonic pod numer: 512693556 - Monica We speak English so feel free to contact us at 512693556",800,Właściciel,Współdzielenie mieszkania/domu,72,3 pokoje,Mieszkanie,Bez preferencji,Nie,Nie,154
"Kraków, Małopolskie","Do wynajęcia pokoje w domu przy ul. Chłopickiego / rondo mogilskie / 900 zł za pokój z wszystkimi opłatami, tel. 500480405",900,Właściciel,Współdzielenie mieszkania/domu,12,Nie podano,Dom,Bez preferencji,Tak,Tak,19
"Kraków, Małopolskie","Do wynajęcia pokoje w domu przy ul. Zarzecze / Bronowice / 800 zł za pokój z wszystkimi opłatami, tel.500480405",800,Właściciel,Współdzielenie mieszkania/domu,12,Nie podano,Dom,Bez preferencji,Tak,Tak,18
"Kraków, Małopolskie","WYSOKI STANDARD 1000zł pokój  STARE MIASTO ul.Karmelicka/ul.Łobzowska
SPEAK ENGLISH! Call or text us :)
DOSTĘPNY OD zaraz
Do wynajęcia nowe mieszkanie a w nim pokój w cichym, wielopokojowym, mieszkaniu przy ul.Łobzowskiej blisko ul. Karmelicka . Pokój posiada balkon.
Mieszkanie jest podłączone do sieci miejskiej więc ogrzewanie jest miejskie.
5 minut pieszo od Rynku Głównego! 
10 min pieszo od Dworca Głównego
Jednym słowem - blisko wszędzie:)
Oddzielna, bardzo duża i jasna kuchnia z jadalnią 
Mieszkanie jest czyste, nowoczesne, ciepłe, umeblowane i wyposażone. 
Znajduje się na 3 piętrze . 
Mieszkanie w ZNAKOMITEJ lokalizacji. 
Bardzo dobry, bezpośredni dojazd uczelni i w każde miejsce Krakowa! 
Najbliższy przystanek na ul.Karmelickiej w odległości ok 300m od mieszkania ;)
Linie tramwajowe: 2, 4, 8, 14, 18, 20, 64, 69, 74, 78, Linie autobusowe: 152, 304, 352, 502, 601, 605, 618, 724, 744, 902 
W pobliżu znajduje się sporo sklepów spożywczych, także 24 h, piekarnie, restauracje, apteki i wiele punktów usługowych.
Mieszkanie świeżo po remoncie, jasne, czyste, nowoczesne, świeże, ciepłe i w pełni umeblowane. 
W
 kuchni 2 lodówki z zamrażarką, kuchenka z piekarnikiem, czajnik, mikrofalówka, kubki, sztućce, garnki, noże, wszystko co jest niezbędne 
aby zamieszkać. 
Na podłodze w pokojach nowe wykładziny, W kuchni i przedpokoju nowe panele, w łazience płytki. 
Łazienka oraz osobne WC! Łazienka wyposażona w prysznic, umywalkę, pralko-suszarke oraz osobna wc. 
Pokój umeblowany jak na zdjęciach. Pokój jest zamykany na klucz! Wszystko w mieszkaniu nowe 
Mieszkanie wyposażone w deskę do prasowania, żelazko, suszarkę do ubrań, odkurzacz i przedmioty do utrzymywania porządku. 
Podpięty bardzo szybki internet!
Cena 1000 zł/os + media (200 zł stała stawka przez cały rok, niezależnie od 
zużycia! W tej kwocie zawarto prąd , gaz , wodę , ogrzewanie, śmieci i opłatę za 
internet. )
Ulica Spasowskiego 6/przecznica z ul.łobzowskiej.\
 Kontakt:
Małgorzata Żak
tel.796189086  
Rafał Starowicz
tel.534838534 
Zapraszam do oglądania :)",1000,Właściciel,Współdzielenie mieszkania/domu,10,6 lub więcej pokoi,Mieszkanie,Bez preferencji,Tak,Tak,292
"Kraków, Małopolskie","Pokój 10m2 ul.Szewska 1000zł + prąd, woda
Do wynajęcia pokój w mieszkaniu 2-pokojowym o pow.40m2. Mieszkanie 
znajduje się na ul.Szewskiej przy Teatrze Bagatela , Stare Miasto. 
Cierpła Woda z boilera elektrycznego. Ogrzewanie elektryczne
Zaleta mieszkania jest bardzo dobra lokalizacja, dobra komunikacja autobusowa, tramwajowa.
Cena wynajmu to 1100zł +media(prąd, woda)-wg.zużycia
Opiekun oferty:
Rafał Starowicz
tel. 534-838-534 
Starowicz Nieruchomości
Bezpieczeństwo transakcji gwarantuje Profesionalny Pośrednik w Obrocie
Nieruchomościami oraz ubezpieczenie OC w PZU S.A.Seria TPO Nr.1020462 6.",1100,Agencja,Nie podano,10,2 pokoje,Mieszkanie,Bez preferencji,Tak,Tak,79
"Kraków, Małopolskie","Miejsce w pokoju dwuosobowym dla dziewczyny, pokój dzielony z fajną dziewczyną, studentką UP. W drugim pokoju mieszkają również fajne studentki AGH, więc atmosfera na mieszkaniu jest przyjemna :) Cena stała 550zł/miesiąc, w tym wszystkie opłaty. Mieszkanie składa się z:
- dwóch pokoi o takiej samej powierzchni, - kuchni wyposażonej w meble, lodówkę i kuchenkę gazową z piekarnikiem, - ładnej odnowionej łazienki

Mieszkanie jest wyposażone. Na każdym piętrze budynku jest wspólny balkon z widokiem na kopiec Kościuszki. Do basenu AGH wystarczy przejść 100 m, świetny dostęp do komunikacji miejskiej, ta lokalizacja jest reklamą samą w sobie.
Mieszkańcy posiadają pilota do wjazdu na parking pod budynkiem.",550,Właściciel,Współdzielenie pokoju,36,2 pokoje,Mieszkanie,Kobieta,Tak,Tak,101
"Kraków, Małopolskie","Witam, Wynajmę pokój jednoosobowy w mieszkaniu 3-pokojowym.Mieszkanie  znajduje się w bloku na 9-tym piętrze na ul. Lilli Wenedy 9 , przystanek ""TELIGI"" .Pokój jest przytulny i jasny z widokiem na cale miasto i pobliski park. Pokój jest umeblowany m.in. szafa, komoda, stolik IKEA wszystko w kolorze białym oraz łózko. W mieszkaniu mieszkają 3 osoby, studiująco-pracujące. Cena pokoju 600 zł plus ok. 150 zl media. Kaucja w wysokości 500 zł.Internet szybki UPC w cenie.Pokój dostępny będzie od 24 października.Ps: Szukamy wyłącznie dziewczyn pracujących bądź pracująco-studiujących . Tel: 579117010 , zapraszam... KASIA",600,Nie podano,Współdzielenie mieszkania/domu,64,3 pokoje,Mieszkanie,Kobieta,Tak,Nie,91
"Kraków, Małopolskie","Wynajmę miejsce w pokoju dwuosobowym dla dziewczyny na ul. ŻUŁAWSKIEGO. ( Nowy Kleparz ) Czynsz od osoby 425+ media .Mieszkanie ma 72m2 , dwa balkony, dwa przestrzenne pokoje, kuchnie, przedpokój, łazienka, wc.Mieszkanie 2-pokojowe, 4 osobowe.Pokój do wynajęcia przedstawiony na zdjęciach.Dostępny od zaraz!!!Kontakt przez formularz gumtree, telefonicznie lub sms.Piotr : 695446957Łukasz : 603984094",425,Właściciel,Współdzielenie pokoju,74,2 pokoje,Mieszkanie,Kobieta,Tak,Tak,49
"Kraków, Małopolskie","Do wynajęcia pokoj o pow 16 m2, w całości umeblowany w domku 
wielorodzinnym, położonym 5 min drogi pieszo od pętli Czerwone Maki.Dla osoby która: -nie jest wirtuozem kuchennym i nie gotuje codziennie 10 obiadów                           -oraz nie dogrzewa w zimie pokoju 10 maszynkami elektrycznymiproponuje czynsz w wysokości 650zł/ms bez dodatkowych kosztów za prad, gaz, wode, internet itd.W domu znajduja się 2 kuchnie, 2 lazienki oraz dwoch lokatorów w wieku do 27 lat.Dodatkowym atutem jest ogród i możliwość imprez plenerowychWiecej pytan pod nr 799-055-233Serdecznie zapraszam.",650,Właściciel,Współdzielenie mieszkania/domu,16,4 pokoje,Dom,Mężczyzna,Tak,Tak,86
"Kraków, Małopolskie","UWAGA! ZDJĘCIA Z INNEGO TAKIEGO SAMEGO MOJEGO MIESZKANIA GDYŻ W TYM MIESZKANIU WŁAŚNIE DOBIEGA REMONT GENERALNY (WSZYSTKO BĘDZIE NOWE) Z TEGO WZGLĘDU MOŻLIWY TERMIN WPROWADZENIA SIĘ TO 21 PAŹDZIERNIKA. OGLĄDAĆ MOŻNA JUŻ TERAZ, ZAPRASZAM tel.: 502 450 092Do wynajęcia bezpośrednio, pokoje jednoosobowe w mieszkaniu bez właścicieli w bardzo dobrej lokalizacji - ul. Lublańska 22 - OPŁATY: Czynsz od 740 zł + media 160 zł/os (Stała opłata przez cały rok, niezależnie od zużycia. Płacisz stałą stawkę i nie musisz się o nic martwić :) Wymagana kaucja. Umowa do 30.09.2017r. Szybki Internet UPC GRATIS!POKOJE: Bardzo widne pokoje 1-osobowe 8m2 pomalowane na jasne barwy. W pokojach pełne umeblowanie: nowe wygodne łóżko, pojemna szafa, ergonomiczna komoda, biurko, krzesło i suszarka do bielizny, czyli wszystko co potrzebne aby wygodnie mieszkać.MIESZKANIE: Mieszkanie na 4 piętrze w 4 piętrowym bloku będzie zamieszkiwać 5 osób w pięciu 1-os, zamykanych na klucz pokojach. W kuchni nowe meble, lodówka z zamrażarką, mikrofalówka oraz kuchenka. Na podłodze parkiety, w kuchni i łazience płytki. Mieszkanie świeżo po remoncie: jasne, świeże i czyste, ciepłe, umeblowane. Kuchnia w pełni wyposażona w garnki, naczynia, przybory, czajnik itp., dla wszystkich mieszkańców. Nowiutka, jasna łazienka z prysznicem, umywalką, wc, wyposażona w pralkę. Mieszkanie wyposażone w deskę do prasowania, żelazko, odkurzacz i przedmioty do utrzymywania porządku. LOKALIZACJA: Cicha i spokojna okolica, bardzo blisko do centrum miasta, blok otoczony zielenią. W bardzo bliskiej okolicy duże delikatesy ALMA (6 min), alkohole 24h, bankomat, piekarnia, apteka, osiedlowy sklep spożywczy. Blisko biurowce: ALMA TOWER (8 min), CAPGEMINI (8 min), OPOLSKA BUSINESS PARK (10 min). Pod blokiem wewnętrzny parking dla mieszkańców.KOMUNIKACJA: Bardzo dobrze skomunikowane miejsce, dużo linii autobusowych i tylko 100 metrów od bloku! Przystanki autobusowe: 125, 129, 138, 152, 159, 172, 182, 184, 193, 352, 482, oraz linie nocne 601, 608, 618. Więcej połączeń sprawdź na stronie jakdojade.plDworzec Główny – 5 przystanków, (11 minut)Uniwersytet Ekonomiczny – 4 przystanki (8 minut)AWF – 6 przystanków (14 minut)Politechnika Krakowska – 6 przystanków (11 minut)Uniwersytet Rolniczy – 3 przystanki (6 minut)Akademia Górniczo Hutnicza – 9 przystanków ( 16 minut)Akademia Pedagogiczna – 10 przystanków ( 18 minut)Uniwersytet Jagielloński – 9 przystanków (17 minut)Akademia Frycza Modrzewskiego - 7 przystanków (23 minuty)Zapraszam do oglądania, tel.: 502 450 092",740,Właściciel,Współdzielenie mieszkania/domu,8,5 pokoi,Mieszkanie,Bez preferencji,Tak,Tak,357
"Kraków, Małopolskie","NA WSTĘPIE PRAGNĘ ZAZNACZYĆ ŻE NIE JEST TO OGŁOSZENIE MATRYMONIALNE- nie
 jestem zainteresowana wynajęciem pokoju za odrabianie w naturze, za 
naukę gry na gitarze, nie potrzebuję pomocy domowej, jak również nie 
szukam kogoś kto chce stworzyć mormońską osadę ani nie mam ochoty być 
jedną z dwóch muzułmańskich żon...to tak tytułem refleksji po zapoznaniu
 się z odpowiedziami na ogłoszenie.A zmierzając do meritum:Od
 początku grudnia poszukuję raczej  współlokatorki- choć płeć ma 
drugorzędne znaczenie , ponieważ to nie casting na męża i dlatego  pod 
uwagę brane są z goła inne aspekty Twojej osobowości.Mam do wynajęcia pokój (ten żółto brązowy na zdjęciach) w mieszkaniu trzypokojowym o dość wysokim standardzie.Mieszkanie na ul Lipskiej.Bardzo
 dobra lokalizacja, blisko do pętli Mały Płaszów (widać z balkonu). 
Wszystkie niezbędne sprawy, Lidle, poczty, bary mleczne, kościoły, łąki 
dla psów, wały do biegania...wszystko to pod nosem. Mało tego rano przez
 okno widać SŁOŃCE przebijające się przez smog!Mieszkanie 
oczywiście umeblowane: pralka, lodówka, zmywarka(nie działa ale jest- 
tzn działa ale krótko- później wybija korki i nie działa już nic), i 
inne takie wynalazki cywilizacji. Miejsce parkingowe pod blokiem, i mogę
 się podzielić kawałkiem piwnicy jak trzeba będzie.Woda jest, nawet ciepła, prąd jest (strasznie drogi, ale jest) gaz jest. Internet we własnym zakresie ( ja mam na wtyczkę).Cena obejmuje wszystko, 800zł z mediami.W dniu wprowadzenia będę prosić o wpłacenie KAUCJI w wysokości czynszu za jeden miesiąc.To tyle tytułem parametrów mieszkania (na wszelkie inne pytania chętnie odpowiem).Co istotne, kilka słów o mnie. Z natury staram się być miła, ale bywam dziwna. Mam dwa koty i niestety nie da się ich pozbyć...Nie
 musisz ich kochać, wystarczy że nie będziecie sobie wchodzić w drogę. 
Oczywiście staram się na bieżąco odkurzać futro, ale to jest bez sensu. 
Kończę odkurzać- obracam się...a tam nowe kłaki. Tego się nie da 
opanować!! Koty nie gryzą i nie sikają, ale zdarza się im miauczeć, poruszać się, oddychać przemieszczać- choć Twój pokój w zupełności jest 
Twoim pokojem i one mają zakaz wchodzenia do Ciebie. Nie palę od sierpnia 2014, ale palaczy toleruję (na balkonie).Nie mam telewizora i nie imprezuję. Jestem dziwolągiem i nie planuję się zmieniać.Raczej rzadko przebywam w domu.Podobnie jak druga współlokatorka- jak już jest to raczej melinuje się u siebie w pieczarze i tyle ją widzieli.A
 zafascynowana ostatnio medycyną chińską, jin i jang, równowagą w 
przyrodzie i takimi tam...szukam swojego przeciwieństwa. Czyli łatwej 
miłej i niekłopotliwej współlokatorki lub męskiego jej odpowiednika.Nie
 spieszy mi się, nie mam presji czasu, dlatego chciałabym znaleźć kogoś z
 kim się dogadam i kto się dogada ze mną. I kto oczywiście będzie płacił
 W TERMINIE. Najlepiej za kogo płacą rodzice, ale wiem, wiem to nie 
koncert życzeń.Zależy mi na tym żeby tak dobrać współlokatorów, żebyśmy wszyscy żyli w symbiozie i jakoś się dogadywali!Biorę na klatę ewentualną porażkę i liczę się z tym że mogę nie znaleźć nikogo. Tak też będzie fajnie.A!
 Z serii hitów jeszcze jedno... mieszkanie docelowo jest do sprzedania, ale że na razie cisza w eterze to szukam współtowarzysza do kuchni i 
innych pomieszczeń. Oczywiście gdyby nastąpił jakiś przełom w sprawie, i
 znalazłby się kupiec, gwarantuję odpowiedni okres wypowiedzenia i czas 
do znalezienia innej lokalizacji.Nie przynudzając, zachęcam do pytań...BĘDĘ WDZIĘCZNA ZA POWAŻNE POTRAKTOWANIE SZACUNKU DO CZASU MOJEGO I TWOJEGO I RACJONALNE PODEJŚCIE DO OGŁOSZENIA.",800,Właściciel,Współdzielenie pokoju,90,4 pokoje,Mieszkanie,Kobieta,Tak,Tak,539
"Kraków, Małopolskie",TANIO pokoje jednoosobowe do wynajęcia w mieszkaniu trzypokojowym umeblowany nieprzechodnie cena 600 zł,600,Właściciel,Współdzielenie mieszkania/domu,50,3 pokoje,Mieszkanie,Bez preferencji,Tak,Tak,13
"Kraków, Małopolskie","Pokój z Balkonem ul.Karmelicka STARE MIASTO
            WYSOKI STANDARD 1000zł pokój STARE MIASTO ul.Karmelicka/ul.ŁobzowskaSPEAK ENGLISH! Call or text us :)DOSTĘPNY OD zarazDo
 wynajęcia nowe mieszkanie a w nim pokój w cichym, wielopokojowym, mieszkaniu przy ul.Łobzowskiej blisko ul. Karmelicka . Pokój posiada 
balkon.Mieszkanie jest podłączone do sieci miejskiej więc ogrzewanie jest miejskie.5 minut pieszo od Rynku Głównego! 10 min pieszo od Dworca GłównegoJednym słowem - blisko wszędzie:)Oddzielna, bardzo duża i jasna kuchnia z jadalnią Mieszkanie jest czyste, nowoczesne, ciepłe, umeblowane i wyposażone. Znajduje się na 3 piętrze . Mieszkanie w ZNAKOMITEJ lokalizacji. Bardzo dobry, bezpośredni dojazd uczelni i w każde miejsce Krakowa! Najbliższy przystanek na ul.Karmelickiej w odległości ok 300m od mieszkania ;)Linie tramwajowe: 2, 4, 8, 14, 18, 20, 64, 69, 74, 78, Linie autobusowe: 152, 304, 352, 502, 601, 605, 618, 724, 744, 902 W pobliżu znajduje się sporo sklepów spożywczych, także 24 h, piekarnie, restauracje, apteki i wiele punktów usługowych.Mieszkanie świeżo po remoncie, jasne, czyste, nowoczesne, świeże, ciepłe i w pełni umeblowane. Wkuchni 2 lodówki z zamrażarką, kuchenka z piekarnikiem, czajnik, mikrofalówka, kubki, sztućce, garnki, noże, wszystko co jest niezbędne aby zamieszkać. Na podłodze w pokojach nowe wykładziny, W kuchni i przedpokoju nowe panele, w łazience płytki. Łazienka oraz osobne WC! Łazienka wyposażona w prysznic, umywalkę, pralko-suszarke oraz osobna wc. Pokój umeblowany jak na zdjęciach. Pokój jest zamykany na klucz! Wszystko w mieszkaniu nowe Mieszkanie wyposażone w deskę do prasowania, żelazko, suszarkę do ubrań, odkurzacz i przedmioty do utrzymywania porządku. Podpięty bardzo szybki internet!Cena 1000 zł/os + media (200 zł stała stawka przez cały rok, niezależnie od zużycia! W tej kwocie zawarto prąd , gaz , wodę , ogrzewanie, śmieci i opłatę za internet. )Ulica Spasowskiego 6/przecznica z ul.łobzowskiej./Kontakt:Małgorzata Żaktel.796189086 Rafał Starowicztel.534838534 Zapraszam do oglądania :)",1000,Właściciel,Współdzielenie mieszkania/domu,12,2 pokoje,Mieszkanie,Bez preferencji,Tak,Tak,289
"Kraków, Małopolskie","Do wynajęcia bezpośrednio! Bardzo duży jasny, komfortowy i wygodny pokój jednoosobowy.
Świeżo po remoncie.
Bardzo dobra lokalizacja ul.Miechowity, Kraków
Czynsz za cały pokój 1-osobowy od 800 zł od osoby plus 160 zł media. 
Media płatne od osoby w pokoju po 160 zł/mc, jest to STAŁA STAWKA ! (wszystkie opłaty za media zawarte w tej kwocie niezależnie od zużycia łącznie z Internetem z UPC.)
TELEFON
733012919 
Pokój jednoosoboy w 6 pokojowym mieszkaniu (bez właścicieli) o powierzchni 75 m2 w rewelacyjnej części Krakowa na ul.Miechowity 
Mieszkanie w 4 piętrowym bloku.
Mieszkanie zamieszkiwać będzie 7 osób w ( każdy pokój zamykany na klucz), klatka również zamykana.
Bardzo dobrze skomunikowane miejsce, bardzo dużo linii autobusowych 100 metrów od bloku!
Przystanki autobusowe linie: 125, 129, 138, 152, 159, 172, 182, 184, 193, 352, 482, oraz linie nocne 601, 608, 618
Dworzec Główny – 5 przystanków, (11 minut)
Uniwersytet Ekonomiczny – 4 przystanki (8 minut)
AWF – 6 przystanków (14 minut)
Politechnika Krakowska – 6 przystanków (11 minut) 
Uniwersytet Rolniczy – 3 przystanki (6 minut)
Akademia Górniczo Hutnicza – 9 przystanków ( 16 minut)
Akademia Pedagogiczna – 10 przystanków ( 18 minut)
Uniwersytet Jagielloński – 9 przystanków (17 minut)
Oczywiście tuż obok sklepy wielobranżowe ( delikatesy, piekarnia, w bardzo bliskiej odległości market Alma, Castorama, itd. )
Sprawdź dojazd do tego miejsca na POŁĄCZENIA MPK KRAKÓW, lub na jakdodade.pl
Mieszkanie świeżo po remoncie : jasne, świeże i czyste , ciepłe, umeblowane. Bardzo widne! W kuchni lodówka , mikrofalówka oraz kuchenka z piekarnikiem, pralka. Na podłodze w wykładziny dywanowe, w kuchni i łazience płytki. Pokoje w pełni umeblowane - łózko, szafa, regał, komoda , szafka, biurko, krzesło, wszystko co potrzebne aby wygodnie mieszkać.
Kuchnia wyposażona w komplet nowych naczyń, sztućców, dla wszystkich mieszkańców . Mieszkanie wyposażone w deskę do prasowania, żelazko, suszarkę do ubrań, odkurzacz i przedmioty do utrzymywania porządku.
Internet UPC w cenie.
Zainteresowanych serdecznie zapraszam do kontaktu i oglądania pokoju! Naprawdę warto?


Pozostajemy do Państwa dyspozycji pod nr kontaktowym 
733012919 


Serdecznie Zachęcamy :)


Ogłoszenie nie stanowi oferty w rozumieniu przepisów Kodeksu Cywilnego.",800,Właściciel,Współdzielenie mieszkania/domu,80,6 lub więcej pokoi,Mieszkanie,Bez preferencji,Nie,Nie,317
"Kraków, Małopolskie","Wygodny pokój jednoosobowy do wynajęcia mieszkaniu na Ul. Na Barciach. 
Mieszkanie przestronne, czyste, znajduję się na drugim piętrze. Na jednym poziomie tylko dwa mieszkania. Osiedle spokojne, zamknięte, czysty, schludny blok. Niekłopotliwi sąsiedzi. Pokoje nowocześnie umeblowane, przestronne, nowe meble. Każdy indywidualnie zamykany. Wyposażony aneks kuchenny. Na stanie płyta grzewcza, kuchenka mikrofalowa, czajnik, garnki, talerze, sztućce, noże, kubki, szklanki. Łazienka z prysznicem w wannie, umywalka, lustro, pralka, muszla klozetowa. Druga toaleta osobno.
Na stanie żelazko, deska do prasowania i suszarki, odkurzacz, przedmioty do utrzymania porządku.
Okolica przyjemna, spokojna. Dużo terenów zielonych.
Miejsce świetnie skomunikowane, do przystanków 3-5 minut. Linie: 105, 115, 139, 169, 184, 217, 247, 257, 277, 280, 405, 610.
Do centrum Krakowa dojedziesz w 15 minut.
Wokół pełna infrastruktura: Apteka, Sklepy(min. 24h Tesco oraz Biedronka dosłownie 3 min drogi piechotą od bloku) oraz różnego rodzaju pasaże handlowe, Stomatolog, Kościół, Siłowania, Fryzjer.
Cena 700 zł/os + media ryczałt 160 zł/os (płacisz stałą stawkę co miesiąc za wodę, prąd, ogrzewanie, internet)",700,Właściciel,Współdzielenie mieszkania/domu,83,Nie podano,Inne,Bez preferencji,Nie,Nie,162
"Kraków, Małopolskie","Hej pilnie poszukujemy osoby ktora będzie chciała zamieszkać z dwiema studiującymi dziewczynami , w mieszkaniu studenckim na prestiżowym osiedlu wiślane tarasy . Mieszkanie jeszcze jest nie wynajętę z racji tego iż brakuje nam jednej osoby . Jesteśmy studentkami : prawa i turystyki . W mieszkaniu cenimy sobie ciszę i porządek . Planowaną przeprowadzkę przewidujemy od listopada 2016 .Mile widziane osoby anglojęzyczne ;-) ponieważ intensywnie uczymy się języka! . Proszę o kontakt .2 mieszkania ktore mamy zarezerwowane to :1.Apartament , , Wiślane Tarasy "" Koszt pokoju 1250 2.Mieszkanie przy ul. Bajecznej koszt pokoju 800 do 850 zł Kontakt tel lub email",800,Właściciel,Współdzielenie mieszkania/domu,90,3 pokoje,Mieszkanie,Bez preferencji,Tak,Tak,91
"Kraków, Małopolskie","Pokój 10m2 ul.Szewska 1000zł + prąd, woda
Do wynajęcia pokój w mieszkaniu 2-pokojowym o pow.40m2. Mieszkanie 
znajduje się na ul.Szewskiej przy Teatrze Bagatela , Stare Miasto. 
Cierpła Woda z boilera elektrycznego. Ogrzewanie elektryczne
Zaleta mieszkania jest bardzo dobra lokalizacja, dobra komunikacja autobusowa, tramwajowa.
Cena wynajmu to 1100zł +media(prąd, woda)-wg.zużycia
Opiekun oferty:
Rafał Starowicz
tel. 534-838-534 
Starowicz Nieruchomości
Bezpieczeństwo transakcji gwarantuje Profesionalny Pośrednik w Obrocie
Nieruchomościami oraz ubezpieczenie OC w PZU S.A.Seria TPO Nr.1020462 6.",1100,Agencja,Współdzielenie mieszkania/domu,10,2 pokoje,Mieszkanie,Bez preferencji,Tak,Tak,79
